"","miRNA","GeneID","CCR","mRNA.clone.number","cluster.name","X3.UTR","CDS","X5.UTR","EXONIC","INTRONIC","G.1.Fraction","G.1.Freq","T2C.Fraction","T2C.Freq","T2C.and.G.1.Fraction","T2C.and.G.1.Freq","X.T2C.positions"
"6613","hsa-let-7c","GPRC5A","slc320_chr12",6,"slc320_chr12",0,1,0,1,0,1,6,1,6,1,6,1
"6614","hsa-let-7c","NAT5","slc325_chr20",6,"slc325_chr20",0.12,0.88,0,1,0,0.667,4,0.833,5,0.5,3,2
"6615","hsa-let-7c","GLT8D3","slc3268_chr12",6,"slc3268_chr12",1,0,0,1,0,1,6,1,6,1,6,4
"6616","hsa-let-7c","AP3M1","slc3287_chr10",15,"slc3287_chr10",0,1,0,1,0,0.933,14,0.667,10,0.6,9,5
"6617","hsa-let-7c","KDM6A","slc332_chrX",12,"slc332_chrX",0.08,0.92,0,1,0,1,12,1,12,1,12,2
"6618","hsa-let-7c","PRKAA1","slc3332_chr5",9,"slc3332_chr5",0,1,0,1,0,0.889,8,1,9,0.889,8,3
"6619","hsa-let-7c","TMED4","slc3335_chr7",20,"slc3335_chr7",1,0,0,1,0,0.9,18,0.85,17,0.8,16,7
"6620","hsa-let-7c","TNFSF9","slc333_chr19",6,"slc333_chr19",1,0,0,0.75,0.25,0.833,5,1,6,0.833,5,1
"6621","hsa-let-7c","ZFYVE20","slc3346_chr3",15,"slc3346_chr3",1,0,0,1,0,0.933,14,1,15,0.933,14,5
"6622","hsa-let-7c","HMGCS1","slc3362_chr5",11,"slc3362_chr5",0,1,0,0.9,0.1,0.818,9,0.909,10,0.727,8,1
"6623","hsa-let-7c","C5orf28","slc3367_chr5",7,"slc3367_chr5",0,1,0,1,0,0.429,3,1,7,0.429,3,3
"6624","hsa-let-7c","TSPYL5","slc3470_chr8",5,"slc3470_chr8",1,0,0,0.86,0.14,1,5,0.8,4,0.8,4,2
"6625","hsa-let-7c","ANKRD50","slc3477_chr4",32,"slc3477_chr4",0,0,1,0.5,0.5,0.938,30,0.938,30,0.875,28,2
"6626","hsa-let-7c","N4BP1","slc3494_chr16",36,"slc3494_chr16",0,1,0,1,0,0.944,34,0.972,35,0.917,33,1
"6627","hsa-let-7c","CUGBP1","slc3523_chr11",50,"slc3523_chr11",NA,NA,NA,0.18,0.82,1,50,0.58,29,0.58,29,2
"6628","hsa-let-7c","SFRS12IP1","slc3525_chr5",14,"slc3525_chr5",1,0,0,1,0,0.929,13,1,14,0.929,13,3
"6629","hsa-let-7c","C5orf51","slc352_chr5",273,"slc352_chr5",0.5,0,0.5,0.67,0.33,0.96,262,0.963,263,0.938,256,6
"6630","hsa-let-7c","MLL2","slc3573_chr12",14,"slc3573_chr12",1,0,0,1,0,1,14,0.786,11,0.786,11,4
"6631","hsa-let-7c","ANKRA2","slc3576_chr5",6,"slc3576_chr5",1,0,0,1,0,0.833,5,1,6,0.833,5,4
"6632","hsa-let-7c","AKAP8","slc3732_chr19",8,"slc3732_chr19",1,0,0,1,0,0.875,7,0.875,7,0.75,6,3
"6633","hsa-let-7c","CSRNP2","slc3743_chr12",23,"slc3743_chr12",0,1,0,1,0,1,23,0.913,21,0.913,21,2
"6634","hsa-let-7c","C17orf63","slc3765_chr17",13,"slc3765_chr17",0,1,0,1,0,0.154,2,0.615,8,0.077,1,6
"6635","hsa-let-7c","ITSN2","slc3857_chr2",5,"slc3857_chr2",0,1,0,1,0,0.8,4,1,5,0.8,4,2
"6636","hsa-let-7c","DNAJC27","slc3871_chr2",9,"slc3871_chr2",1,0,0,1,0,0.778,7,0.667,6,0.556,5,4
"6637","hsa-let-7c","CBX5","slc3886_chr12",60,"slc3886_chr12",1,0,0,1,0,1,60,0.85,51,0.85,51,7
"6638","hsa-let-7c","SLC25A13","slc3892_chr7",5,"slc3892_chr7",0,1,0,1,0,1,5,0.8,4,0.8,4,2
"6639","hsa-let-7c","CHD1","slc3893_chr5",5,"slc3893_chr5",0,1,0,1,0,1,5,0.8,4,0.8,4,3
"6640","hsa-let-7c","DICER1","slc3894_chr14",25,"slc3894_chr14",1,0,0,1,0,1,25,0.92,23,0.92,23,9
"6641","hsa-let-7c","TROVE2","slc3911_chr1",18,"slc3911_chr1",NA,NA,NA,0.33,0.67,1,18,0.778,14,0.778,14,3
"6642","hsa-let-7c","DICER1","slc3919_chr14",34,"slc3919_chr14",0,1,0,1,0,0.5,17,0.706,24,0.324,11,8
"6643","hsa-let-7c","ASCC3","slc3958_chr6",5,"slc3958_chr6",0,1,0,1,0,0.6,3,1,5,0.6,3,3
"6644","hsa-let-7c","MLLT10","slc395_chr10",6,"slc395_chr10",1,0,0,1,0,0.5,3,0.833,5,0.333,2,2
"6645","hsa-let-7c","DNASE1","slc396_chr16",73,"slc396_chr16",0,0,1,0.67,0.33,0.932,68,0.904,66,0.836,61,4
"6646","hsa-let-7c","SYVN1","slc3977_chr11",11,"slc3977_chr11",0,0.9,0.1,1,0,0.273,3,1,11,0.273,3,3
"6647","hsa-let-7c","ZFHX3","slc3988_chr16",72,"slc3988_chr16",0,1,0,1,0,0.083,6,0.917,66,0.056,4,4
"6648","hsa-let-7c","FREM2","slc403_chr13",5,"slc403_chr13",1,0,0,1,0,1,5,0.6,3,0.6,3,1
"6649","hsa-let-7c","SURF4","slc4126_chr9",17,"slc4126_chr9",1,0,0,0.89,0.11,0.941,16,0.941,16,0.882,15,3
"6650","hsa-let-7c","NHLRC3","slc412_chr13",121,"slc412_chr13",1,0,0,0.88,0.12,0.752,91,0.926,112,0.694,84,5
"6651","hsa-let-7c","SUV420H1","slc4161_chr11",529,"slc4161_chr11",0,1,0,1,0,0.934,494,0.957,506,0.898,475,13
"6652","hsa-let-7c","ARHGEF3","slc4163_chr3",27,"slc4163_chr3",0,0.91,0.09,0.78,0.22,1,27,1,27,1,27,2
"6653","hsa-let-7c","REV3L","slc4169_chr6",152,"slc4169_chr6",0,1,0,1,0,0.789,120,0.934,142,0.724,110,4
"6654","hsa-let-7c","ZC3H11A","slc4183_chr1",12,"slc4183_chr1",0,0,1,0.33,0.67,1,12,1,12,1,12,3
"6655","hsa-let-7c","FNIP1","slc4214_chr5",13,"slc4214_chr5",1,0,0,0.89,0.11,0.538,7,0.846,11,0.538,7,4
"6656","hsa-let-7c","GNS","slc4242_chr12",6,"slc4242_chr12",0,1,0,0.92,0.08,1,6,0.667,4,0.667,4,4
"6657","hsa-let-7c","SEC16A","slc4266_chr9",5,"slc4266_chr9",0,1,0,0.78,0.22,1,5,1,5,1,5,3
"6658","hsa-let-7c","WASL","slc4440_chr7",68,"slc4440_chr7",1,0,0,1,0,0.691,47,0.824,56,0.618,42,6
"6660","hsa-let-7c","XRCC1","slc4543_chr19",9,"slc4543_chr19",0,0,1,1,0,1,9,0.778,7,0.778,7,2
"6661","hsa-let-7c","PLAGL1","slc4571_chr6",18,"slc4571_chr6",0,1,0,1,0,0.889,16,0.944,17,0.889,16,3
"6662","hsa-let-7c","PWWP2A","slc4716_chr5",24,"slc4716_chr5",0,0.83,0.17,1,0,0.833,20,0.917,22,0.792,19,4
"6664","hsa-let-7c","PRPF39","slc475_chr14",13,"slc475_chr14",0.2,0.8,0,1,0,0.923,12,0.846,11,0.769,10,4
"6666","hsa-let-7c","ABT1","slc479_chr6",199,"slc479_chr6",1,0,0,1,0,0.985,196,0.945,188,0.93,185,6
"6667","hsa-let-7c","PRDM4","slc4845_chr12",33,"slc4845_chr12",0,1,0,0.83,0.17,0.818,27,0.879,29,0.727,24,2
"6668","hsa-let-7c","TGOLN2","slc4882_chr2",8,"slc4882_chr2",1,0,0,0.8,0.2,1,8,0.875,7,0.875,7,4
"6669","hsa-let-7c","RNF44","slc4909_chr5",119,"slc4909_chr5",1,0,0,0.83,0.17,0.891,106,0.782,93,0.714,85,9
"6670","hsa-let-7c","MPZL3","slc4950_chr11",18,"slc4950_chr11",1,0,0,1,0,0.833,15,0.722,13,0.667,12,6
"6671","hsa-let-7c","ERRFI1","slc5066_chr1",6,"slc5066_chr1",0,1,0,1,0,1,6,0.333,2,0.333,2,2
"6672","hsa-let-7c","NPHP3","slc5095_chr3",27,"slc5095_chr3",1,0,0,0.67,0.33,0.926,25,0.926,25,0.852,23,3
"6673","hsa-let-7c","ZBTB44","slc5223_chr11",6,"slc5223_chr11",NA,NA,NA,0.62,0.38,1,6,0.833,5,0.833,5,2
"6674","hsa-let-7c","NBPF1","slc5230_chr1",11,"slc5230_chr1",0,0,1,0.67,0.33,0.909,10,1,11,0.909,10,2
"6675","hsa-let-7c","DIABLO","slc5307_chr12",25,"slc5307_chr12",1,0,0,1,0,0.88,22,1,25,0.88,22,8
"6676","hsa-let-7c","XRN1","slc5323_chr3",24,"slc5323_chr3",0,1,0,1,0,0.417,10,0.875,21,0.417,10,3
"6677","hsa-let-7c","ATR","slc5331_chr3",11,"slc5331_chr3",0,1,0,1,0,0.909,10,0.545,6,0.545,6,4
"6678","hsa-let-7c","UBE2K","slc539_chr4",5,"slc539_chr4",1,0,0,1,0,0.8,4,0.8,4,0.6,3,2
"6679","hsa-let-7c","ZSWIM6","slc541_chr5",10,"slc541_chr5",0,1,0,1,0,0.6,6,0.5,5,0.4,4,3
"6680","hsa-let-7c","POLR2D","slc5484_chr2",8,"slc5484_chr2",1,0,0,0.8,0.2,1,8,0.875,7,0.875,7,3
"6681","hsa-let-7c","KIF2A","slc558_chr5",6,"slc558_chr5",1,0,0,1,0,0.667,4,0.833,5,0.5,3,4
"6682","hsa-let-7c","ARID3A","slc55_chr19",103,"slc55_chr19",0,1,0,1,0,0.893,92,0.961,99,0.854,88,2
"6684","hsa-let-7c","SETDB2","slc608_chr13",8,"slc608_chr13",0,0,1,0.1,0.9,1,8,0.875,7,0.875,7,3
"6685","hsa-let-7c","LRP8","slc6137_chr1",11,"slc6137_chr1",0,1,0,0.7,0.3,0.636,7,0.909,10,0.545,6,1
"6686","hsa-let-7c","SSX2IP","slc6471_chr1",13,"slc6471_chr1",0,0.8,0.2,0.93,0.07,1,13,0.923,12,0.923,12,2
"6687","hsa-let-7c","GOLGA4","slc657_chr3",8,"slc657_chr3",1,0,0,1,0,0.875,7,1,8,0.875,7,1
"6688","hsa-let-7c","ATG9A","slc6639_chr2",10,"slc6639_chr2",0.93,0,0.07,1,0,1,10,0.6,6,0.6,6,2
"6689","hsa-let-7c","SOCS4","slc680_chr14",13,"slc680_chr14",1,0,0,1,0,0.923,12,0.615,8,0.615,8,6
"6690","hsa-let-7c","C16orf52","slc736_chr16",8,"slc736_chr16",1,0,0,0.6,0.4,1,8,0.875,7,0.875,7,2
"6691","hsa-let-7c","ADIPOR2","slc73_chr12",8,"slc73_chr12",1,0,0,1,0,0.875,7,1,8,0.875,7,2
"6692","hsa-let-7c","ANP32E","slc7405_chr1",6,"slc7405_chr1",1,0,0,1,0,0.833,5,0.667,4,0.5,3,4
"6693","hsa-let-7c","POGZ","slc7581_chr1",33,"slc7581_chr1",1,0,0,0.78,0.22,1,33,0.848,28,0.848,28,4
"6694","hsa-let-7c","CDKN1A","slc777_chr6",16,"slc777_chr6",1,0,0,0.94,0.06,1,16,0.938,15,0.938,15,3
"6695","hsa-let-7c","MEX3A","slc7962_chr1",7,"slc7962_chr1",1,0,0,1,0,0.714,5,0.714,5,0.571,4,2
"6697","hsa-let-7c","PIGM","slc8090_chr1",14,"slc8090_chr1",0,1,0,1,0,1,14,0.357,5,0.357,5,3
"6698","hsa-let-7c","SCYL3","slc8276_chr1",5,"slc8276_chr1",0,1,0,1,0,1,5,0.6,3,0.6,3,2
"6699","hsa-let-7c","FKBP4","slc83_chr12",26,"slc83_chr12",0,1,0,1,0,0.962,25,0.923,24,0.885,23,1
"6700","hsa-let-7c","STK4","slc887_chr20",21,"slc887_chr20",1,0,0,0.8,0.2,0.714,15,0.429,9,0.286,6,5
"6701","hsa-let-7c","BRWD1","slc896_chr21",123,"slc896_chr21",0,1,0,1,0,0.935,115,0.959,118,0.894,110,2
"6702","hsa-let-7c","STX3","slc908_chr11",6,"slc908_chr11",1,0,0,1,0,1,6,1,6,1,6,3
"6704","hsa-let-7c","LCA5L","slc918_chr21",11,"slc918_chr21",0,1,0,1,0,1,11,0.909,10,0.909,10,1
"6705","hsa-let-7c","NR4A1","slc920_chr12",5,"slc920_chr12",0,1,0,1,0,1,5,0.6,3,0.6,3,2
"6706","hsa-let-7c","NBEAL2","slc928_chr3",6,"slc928_chr3",0.12,0.88,0,0.92,0.08,1,6,1,6,1,6,2
"6707","hsa-let-7c","TMPRSS2","slc945_chr21",19,"slc945_chr21",1,0,0,1,0,1,19,1,19,1,19,4
"6709","hsa-let-7c","NUPL1","slc99_chr13",17,"slc99_chr13",0,1,0,1,0,1,17,0.647,11,0.647,11,5
"6710","hsa-let-7d","XIAP","slc1038_chrX",18,"slc1038_chrX",1,0,0,1,0,0.944,17,0.889,16,0.833,15,3
"6711","hsa-let-7d","HOXC10","slc1039_chr12",6,"slc1039_chr12",0,1,0,1,0,1,6,0.667,4,0.667,4,2
"6712","hsa-let-7d","NCOA3","slc1102_chr20",29,"slc1102_chr20",1,0,0,1,0,0.862,25,0.828,24,0.69,20,2
"6713","hsa-let-7d","SUOX","slc1111_chr12",10,"slc1111_chr12",1,0,0,1,0,0.9,9,1,10,0.9,9,1
"6714","hsa-let-7d","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"6715","hsa-let-7d","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"6716","hsa-let-7d","MTDH","slc1160_chr8",8,"slc1160_chr8",0,1,0,1,0,1,8,1,8,1,8,1
"6717","hsa-let-7d","XPO4","slc1189_chr13",5,"slc1189_chr13",1,0,0,1,0,1,5,1,5,1,5,2
"6718","hsa-let-7d","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"6719","hsa-let-7d","PTPRO","slc127_chrM",18,"slc127_chrM",0,1,0,1,0,0.556,10,0.278,5,0.222,4,3
"6720","hsa-let-7d","ATP6V1C1","slc1331_chr8",14,"slc1331_chr8",1,0,0,1,0,0.714,10,0.929,13,0.643,9,3
"6721","hsa-let-7d","IFIT3","slc1338_chr10",5,"slc1338_chr10",0,1,0,1,0,0.6,3,0.8,4,0.6,3,2
"6722","hsa-let-7d","LIN52","slc1372_chr14",9,"slc1372_chr14",1,0,0,1,0,0.778,7,1,9,0.778,7,4
"6723","hsa-let-7d","TST","slc1505_chr22",5,"slc1505_chr22",1,0,0,1,0,1,5,0.8,4,0.8,4,2
"6724","hsa-let-7d","MAL2","slc1522_chr8",5,"slc1522_chr8",0,1,0,1,0,1,5,0.2,1,0.2,1,1
"6725","hsa-let-7d","MDM2","slc1539_chr12",8,"slc1539_chr12",0.89,0.07,0.04,0.86,0.14,0.875,7,0.75,6,0.625,5,6
"6726","hsa-let-7d","CALM1","slc1559_chr14",10,"slc1559_chr14",1,0,0,1,0,1,10,0.9,9,0.9,9,2
"6727","hsa-let-7d","ZNF516","slc1560_chr18",6,"slc1560_chr18",1,0,0,1,0,0.667,4,1,6,0.667,4,4
"6728","hsa-let-7d","PDP2","slc1575_chr16",15,"slc1575_chr16",1,0,0,1,0,1,15,0.933,14,0.933,14,3
"6729","hsa-let-7d","C13orf23","slc1576_chr13",64,"slc1576_chr13",0,0,1,1,0,1,64,0.938,60,0.938,60,4
"6730","hsa-let-7d","CASP8AP2","slc1608_chr6",5,"slc1608_chr6",0,1,0,0.91,0.09,1,5,1,5,1,5,1
"6731","hsa-let-7d","CASP8AP2","slc1612_chr6",9,"slc1612_chr6",0,1,0,0.92,0.08,1,9,0.556,5,0.556,5,2
"6732","hsa-let-7d","USP38","slc1627_chr4",17,"slc1627_chr4",1,0,0,1,0,0,0,0.824,14,0,0,1
"6733","hsa-let-7d","LSM6","slc1663_chr4",6,"slc1663_chr4",1,0,0,1,0,1,6,0.833,5,0.833,5,2
"6734","hsa-let-7d","SLC20A1","slc1704_chr2",43,"slc1704_chr2",1,0,0,0.9,0.1,0.977,42,0.977,42,0.953,41,5
"6735","hsa-let-7d","TJP1","slc1727_chr15",6,"slc1727_chr15",1,0,0,1,0,0.833,5,0.833,5,0.667,4,1
"6736","hsa-let-7d","MTF2","slc1752_chr1",30,"slc1752_chr1",1,0,0,1,0,0.867,26,0.7,21,0.667,20,3
"6737","hsa-let-7d","LRRC17","slc1770_chr7",6,"slc1770_chr7",0.2,0.8,0,1,0,0.833,5,0.667,4,0.667,4,2
"6738","hsa-let-7d","ZNF526","slc1782_chr19",29,"slc1782_chr19",1,0,0,1,0,1,29,1,29,1,29,2
"6739","hsa-let-7d","PCNA","slc1785_chr20",38,"slc1785_chr20",1,0,0,1,0,1,38,0.921,35,0.921,35,3
"6741","hsa-let-7d","MARVELD3","slc1891_chr16",8,"slc1891_chr16",0,1,0,0.43,0.57,0.75,6,0.375,3,0.125,1,3
"6742","hsa-let-7d","CLPTM1","slc1920_chr19",51,"slc1920_chr19",0,1,0,1,0,0.922,47,0.98,50,0.902,46,3
"6743","hsa-let-7d","VEZT","slc1956_chr12",5,"slc1956_chr12",1,0,0,1,0,0.6,3,0.8,4,0.6,3,3
"6744","hsa-let-7d","FAM160B1","slc2036_chr10",7,"slc2036_chr10",1,0,0,0.67,0.33,1,7,0.857,6,0.857,6,3
"6745","hsa-let-7d","TRUB1","slc2050_chr10",13,"slc2050_chr10",1,0,0,1,0,0.923,12,0.923,12,0.846,11,2
"6746","hsa-let-7d","TMEM135","slc2072_chr11",16,"slc2072_chr11",1,0,0,1,0,1,16,0.688,11,0.688,11,3
"6747","hsa-let-7d","CELSR2","slc2076_chr1",5,"slc2076_chr1",0,0.75,0.25,1,0,1,5,0.4,2,0.4,2,2
"6748","hsa-let-7d","KIAA1731","slc2104_chr11",21,"slc2104_chr11",0,1,0,0.5,0.5,0.952,20,1,21,0.952,20,3
"6749","hsa-let-7d","GRPEL2","slc2116_chr5",37,"slc2116_chr5",1,0,0,1,0,0.919,34,0.973,36,0.892,33,8
"6750","hsa-let-7d","ATP6V1F","slc2141_chr7",7,"slc2141_chr7",1,0,0,1,0,1,7,1,7,1,7,3
"6751","hsa-let-7d","HMGXB3","slc2159_chr5",14,"slc2159_chr5",0,1,0,0.9,0.1,0.929,13,0.643,9,0.571,8,2
"6752","hsa-let-7d","HOMEZ","slc2264_chr14",9,"slc2264_chr14",0,1,0,1,0,0.889,8,0.222,2,0.111,1,2
"6753","hsa-let-7d","RFX7","slc2389_chr15",5,"slc2389_chr15",0,0.33,0.67,1,0,1,5,0.8,4,0.8,4,3
"6754","hsa-let-7d","NKAP","slc2390_chrX",8,"slc2390_chrX",0,1,0,1,0,0.875,7,0.875,7,0.75,6,2
"6755","hsa-let-7d","TRIP13","slc23_chr5",11,"slc23_chr5",0,1,0,0.88,0.12,0.909,10,1,11,0.909,10,2
"6756","hsa-let-7d","LLGL2","slc2413_chr17",8,"slc2413_chr17",1,0,0,1,0,0.5,4,0.75,6,0.25,2,3
"6757","hsa-let-7d","HECTD1","slc2416_chr14",10,"slc2416_chr14",0,1,0,1,0,0.9,9,0.4,4,0.4,4,3
"6758","hsa-let-7d","TNRC6C","slc2516_chr17",89,"slc2516_chr17",0,1,0,1,0,0.966,86,0.921,82,0.888,79,2
"6759","hsa-let-7d","RNF26","slc2519_chr11",11,"slc2519_chr11",0.18,0.82,0,0.98,0.02,0.909,10,0.909,10,0.818,9,1
"6760","hsa-let-7d","SSFA2","slc2577_chr2",18,"slc2577_chr2",0,1,0,1,0,1,18,0.833,15,0.833,15,1
"6761","hsa-let-7d","ZBTB5","slc2650_chr9",33,"slc2650_chr9",1,0,0,1,0,0.97,32,0.697,23,0.667,22,5
"6762","hsa-let-7d","PRSS22","slc2673_chr16",24,"slc2673_chr16",1,0,0,1,0,0.958,23,0.375,9,0.375,9,3
"6763","hsa-let-7d","SLC16A3","slc2722_chr17",18,"slc2722_chr17",0,1,0,1,0,1,18,1,18,1,18,1
"6764","hsa-let-7d","NSD1","slc2757_chr5",18,"slc2757_chr5",1,0,0,1,0,1,18,0.889,16,0.889,16,1
"6765","hsa-let-7d","NSD1","slc2773_chr5",15,"slc2773_chr5",1,0,0,1,0,0.467,7,0.867,13,0.4,6,4
"6766","hsa-let-7d","CGN","slc2833_chr1",38,"slc2833_chr1",1,0,0,1,0,0.868,33,0.974,37,0.842,32,3
"6767","hsa-let-7d","MGA","slc283_chr15",9,"slc283_chr15",0,1,0,1,0,0.556,5,1,9,0.556,5,3
"6768","hsa-let-7d","ZNF354B","slc2849_chr5",7,"slc2849_chr5",NA,NA,NA,1,0,1,7,0.571,4,0.571,4,2
"6770","hsa-let-7d","C12orf4","slc2872_chr12",10,"slc2872_chr12",1,0,0,1,0,0.9,9,0.3,3,0.2,2,1
"6771","hsa-let-7d","HNRNPF","slc2875_chr10",144,"slc2875_chr10",1,0,0,1,0,0.958,138,0.931,134,0.903,130,6
"6772","hsa-let-7d","SOCS1","slc2899_chr16",10,"slc2899_chr16",1,0,0,1,0,0.3,3,0.6,6,0.2,2,4
"6773","hsa-let-7d","RAB25","slc2957_chr1",15,"slc2957_chr1",1,0,0,1,0,0.933,14,0.8,12,0.733,11,6
"6775","hsa-let-7d","SMG1","slc3050_chr16",37,"slc3050_chr16",1,0,0,1,0,0.946,35,0.973,36,0.919,34,3
"6776","hsa-let-7d","SPDEF","slc3072_chr6",33,"slc3072_chr6",0,1,0,1,0,0.97,32,0.788,26,0.758,25,2
"6779","hsa-let-7d","ERGIC2","slc3147_chr12",7,"slc3147_chr12",1,0,0,1,0,1,7,1,7,1,7,3
"6780","hsa-let-7d","C3orf19","slc319_chr3",9,"slc319_chr3",1,0,0,1,0,0.889,8,0.667,6,0.556,5,1
"6782","hsa-let-7d","GTPBP2","slc3324_chr6",9,"slc3324_chr6",1,0,0,0.91,0.09,1,9,0.778,7,0.778,7,3
"6784","hsa-let-7d","C14orf43","slc3360_chr14",16,"slc3360_chr14",1,0,0,1,0,0.938,15,0.938,15,0.875,14,2
"6785","hsa-let-7d","MYH10","slc3375_chr17",9,"slc3375_chr17",1,0,0,1,0,1,9,0.778,7,0.778,7,2
"6786","hsa-let-7d","BAT2D1","slc3397_chr1",6,"slc3397_chr1",0,1,0,1,0,1,6,0.333,2,0.333,2,2
"6787","hsa-let-7d","TP53INP1","slc3410_chr8",9,"slc3410_chr8",1,0,0,1,0,0.667,6,0.778,7,0.444,4,5
"6788","hsa-let-7d","MFSD8","slc3492_chr4",29,"slc3492_chr4",1,0,0,0.5,0.5,0.966,28,1,29,0.966,28,2
"6789","hsa-let-7d","C5orf51","slc366_chr5",6,"slc366_chr5",1,0,0,1,0,0.833,5,0.333,2,0.167,1,2
"6790","hsa-let-7d","SLC10A7","slc3692_chr4",38,"slc3692_chr4",1,0,0,1,0,0.974,37,0.947,36,0.921,35,3
"6791","hsa-let-7d","XPR1","slc3702_chr1",16,"slc3702_chr1",0,1,0,1,0,0.75,12,0.938,15,0.75,12,3
"6792","hsa-let-7d","ZBTB26","slc3706_chr9",12,"slc3706_chr9",1,0,0,1,0,1,12,0.917,11,0.917,11,2
"6793","hsa-let-7d","SNX14","slc3742_chr6",8,"slc3742_chr6",0.12,0.88,0,1,0,0.875,7,0.875,7,0.75,6,1
"6794","hsa-let-7d","SMNDC1","slc3784_chr10",6,"slc3784_chr10",0,1,0,1,0,1,6,0.833,5,0.833,5,3
"6795","hsa-let-7d","NME6","slc3825_chr3",55,"slc3825_chr3",1,0,0,1,0,0.982,54,1,55,0.982,54,3
"6796","hsa-let-7d","DICER1","slc3893_chr14",22,"slc3893_chr14",1,0,0,1,0,0.727,16,0.818,18,0.682,15,9
"6797","hsa-let-7d","ELL","slc3905_chr19",24,"slc3905_chr19",0,1,0,1,0,1,24,0.958,23,0.958,23,1
"6798","hsa-let-7d","CISH","slc3984_chr3",11,"slc3984_chr3",1,0,0,1,0,0.091,1,0.545,6,0.091,1,2
"6799","hsa-let-7d","EIF1AD","slc4049_chr11",7,"slc4049_chr11",1,0,0,1,0,0.857,6,0.286,2,0.286,2,1
"6800","hsa-let-7d","ZBTB24","slc4100_chr6",24,"slc4100_chr6",1,0,0,0.5,0.5,0.833,20,1,24,0.833,20,3
"6801","hsa-let-7d","CEP120","slc4122_chr5",35,"slc4122_chr5",1,0,0,1,0,0.771,27,1,35,0.771,27,3
"6803","hsa-let-7d","REV3L","slc4187_chr6",5,"slc4187_chr6",0,0.83,0.17,1,0,1,5,0.8,4,0.8,4,1
"6804","hsa-let-7d","SLC4A1AP","slc420_chr2",8,"slc420_chr2",0,0.78,0.22,1,0,1,8,1,8,1,8,3
"6805","hsa-let-7d","ZNF585A","slc4307_chr19",5,"slc4307_chr19",1,0,0,0.83,0.17,0.2,1,0.2,1,0,0,1
"6806","hsa-let-7d","PSME4","slc4383_chr2",11,"slc4383_chr2",0,0.67,0.33,0.88,0.12,1,11,0.818,9,0.818,9,1
"6807","hsa-let-7d","C2CD3","slc4388_chr11",16,"slc4388_chr11",0,1,0,1,0,0.938,15,0.875,14,0.812,13,2
"6808","hsa-let-7d","PPP1R12A","slc4461_chr12",9,"slc4461_chr12",0.09,0.91,0,0.85,0.15,1,9,1,9,1,9,1
"6809","hsa-let-7d","C14orf28","slc453_chr14",5,"slc453_chr14",1,0,0,1,0,1,5,1,5,1,5,3
"6810","hsa-let-7d","CBFA2T3","slc4573_chr16",10,"slc4573_chr16",1,0,0,1,0,0.7,7,0.3,3,0.3,3,2
"6811","hsa-let-7d","PPP3R1","slc4633_chr2",6,"slc4633_chr2",1,0,0,0.75,0.25,1,6,1,6,1,6,3
"6812","hsa-let-7d","ETNK1","slc473_chr12",9,"slc473_chr12",1,0,0,1,0,1,9,0.889,8,0.889,8,2
"6813","hsa-let-7d","KIAA1826","slc4757_chr11",5,"slc4757_chr11",1,0,0,1,0,1,5,1,5,1,5,2
"6814","hsa-let-7d","HIPK2","slc4757_chr7",13,"slc4757_chr7",1,0,0,1,0,0.769,10,0.923,12,0.692,9,1
"6815","hsa-let-7d","KDELR1","slc4767_chr19",29,"slc4767_chr19",0,1,0,0.97,0.03,0.828,24,0.69,20,0.621,18,6
"6816","hsa-let-7d","PPP2R1B","slc4863_chr11",6,"slc4863_chr11",0,1,0,0.92,0.08,1,6,0.833,5,0.833,5,2
"6817","hsa-let-7d","BCL9L","slc4993_chr11",11,"slc4993_chr11",1,0,0,0.83,0.17,0.909,10,0.909,10,0.818,9,5
"6818","hsa-let-7d","TOPBP1","slc5105_chr3",20,"slc5105_chr3",1,0,0,1,0,0.95,19,0.95,19,0.9,18,4
"6820","hsa-let-7d","DDOST","slc5361_chr1",6,"slc5361_chr1",1,0,0,1,0,1,6,0.833,5,0.833,5,2
"6821","hsa-let-7d","FAM104A","slc5382_chr17",10,"slc5382_chr17",1,0,0,1,0,0.8,8,1,10,0.8,8,1
"6822","hsa-let-7d","GGA3","slc5448_chr17",26,"slc5448_chr17",0.83,0.17,0,1,0,0.962,25,0.615,16,0.577,15,3
"6823","hsa-let-7d","PAFAH2","slc5490_chr1",5,"slc5490_chr1",1,0,0,1,0,1,5,1,5,1,5,1
"6824","hsa-let-7d","ZNF193","slc553_chr6",6,"slc553_chr6",1,0,0,1,0,0.5,3,0.5,3,0.5,3,2
"6825","hsa-let-7d","LDLR","slc555_chr19",20,"slc555_chr19",1,0,0,1,0,0.9,18,0.8,16,0.75,15,4
"6826","hsa-let-7d","EHF","slc575_chr11",7,"slc575_chr11",1,0,0,1,0,1,7,1,7,1,7,1
"6827","hsa-let-7d","C16orf75","slc575_chr16",6,"slc575_chr16",1,0,0,1,0,0.333,2,0.333,2,0.333,2,1
