#Raw,mRNA clone number,cluster name,3'UTR,CDS,5'UTR,EXONIC,INTRONIC,G-1 Fraction,G-1 Freq,T2C Fraction,T2C Freq,T2C and G-1 Fraction,T2C and G-1 Freq,#T2C positions
2412,9,slc2695_chr6,0,1,0,1,0,1,9,0,0,0,0,0
2413,9,slc2688_chr20,1,0,0,1,0,1,9,0.778,7,0.778,7,4
2414,9,slc2681_chrX,0,1,0,NULL,NULL,0.778,7,0,0,0,0,0
2415,9,slc2671_chr16,NULL,NULL,NULL,0,1,1,9,0,0,0,0,0
2416,9,slc266_chr6,1,0,0,1,0,0.667,6,1,9,0.667,6,4
2417,9,slc266_chr19,1,0,0,1,0,0.778,7,0.889,8,0.667,6,3
2418,9,slc2657_chr17,NULL,NULL,NULL,0,1,0,0,0.333,3,0,0,3
2419,9,slc2646_chr2,1,0,0,1,0,0.778,7,1,9,0.778,7,1
2420,9,slc2610_chr12,1,0,0,1,0,1,9,0.889,8,0.889,8,2
2421,9,slc2555_chrX,NULL,NULL,NULL,1,0,1,9,0.889,8,0.889,8,4
2422,9,slc2535_chrX,1,0,0,1,0,1,9,1,9,1,9,2
2423,9,slc2521_chr19,1,0,0,1,0,0.889,8,1,9,0.889,8,5
2424,9,slc251_chr22,0,1,0,1,0,1,9,0.889,8,0.889,8,1
2425,9,slc2381_chrX,0,1,0,1,0,1,9,1,9,1,9,1
2426,9,slc2374_chr11,1,0,0,1,0,0.889,8,0.778,7,0.778,7,5
2427,9,slc2326_chr5,0,1,0,1,0,0.889,8,1,9,0.889,8,2
2428,9,slc2318_chr20,0,1,0,1,0,0.889,8,1,9,0.889,8,2
2429,9,slc2311_chr1,0,1,0,1,0,0.889,8,0.556,5,0.444,4,3
2430,9,slc2288_chr8,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2431,9,slc227_chr13,0,1,0,1,0,0.778,7,0.778,7,0.556,5,4
2432,9,slc226_chr22,0,1,0,1,0,1,9,0.222,2,0.222,2,2
2433,9,slc2264_chr14,0,1,0,1,0,0.889,8,0.222,2,0.111,1,2
2434,9,slc2261_chr12,1,0,0,1,0,0.889,8,0.889,8,0.889,8,2
2435,9,slc2248_chr15,1,0,0,1,0,0.889,8,0.667,6,0.667,6,5
2436,9,slc2236_chr1,0,0.83,0.17,1,0,0.889,8,1,9,0.889,8,4
2437,9,slc2231_chr14,0,0.14,0.86,0.94,0.06,0,0,0.556,5,0,0,1
2438,9,slc2224_chr10,1,0,0,0.45,0.55,0.778,7,1,9,0.778,7,2
2439,9,slc221_chr12,0,1,0,1,0,0.889,8,1,9,0.889,8,2
2440,9,slc2211_chr19,1,0,0,1,0,1,9,0.778,7,0.778,7,3
2441,9,slc2194_chr13,NULL,NULL,NULL,0,1,1,9,1,9,1,9,2
2442,9,slc2185_chr11,1,0,0,1,0,1,9,0.667,6,0.667,6,2
2443,9,slc2168_chr12,1,0,0,1,0,1,9,1,9,1,9,3
2444,9,slc2131_chr7,1,0,0,1,0,0.889,8,0.667,6,0.556,5,4
2445,9,slc2041_chr3,1,0,0,1,0,1,9,0.889,8,0.889,8,3
2446,9,slc2040_chr3,1,0,0,1,0,1,9,1,9,1,9,2
2447,9,slc2026_chr10,1,0,0,0.67,0.33,1,9,1,9,1,9,1
2448,9,slc2017_chr13,NULL,NULL,NULL,0,1,0.889,8,1,9,0.889,8,1
2449,9,slc1969_chr12,NULL,NULL,NULL,0,1,0.778,7,1,9,0.778,7,2
2450,9,slc196_chr10,0.12,0.88,0,1,0,1,9,0.778,7,0.778,7,3
2451,9,slc1960_chr15,1,0,0,1,0,1,9,0.889,8,0.889,8,3
2452,9,slc1947_chr12,1,0,0,0.14,0.86,0.778,7,1,9,0.778,7,4
2453,9,slc1916_chr11,1,0,0,1,0,0.667,6,0.556,5,0.444,4,4
2454,9,slc1907_chr10,1,0,0,1,0,1,9,0.889,8,0.889,8,1
2455,9,slc1903_chr16,0,1,0,1,0,1,9,0.778,7,0.778,7,1
2456,9,slc18_chr3,0,0,1,1,0,1,9,1,9,1,9,2
2457,9,slc1882_chr2,1,0,0,1,0,1,9,0.889,8,0.889,8,2
2458,9,slc1877_chr5,0,1,0,1,0,1,9,1,9,1,9,1
2459,9,slc1846_chr2,0,1,0,0.33,0.67,0.333,3,0,0,0,0,0
2460,9,slc1809_chr16,1,0,0,1,0,1,9,1,9,1,9,1
2461,9,slc1784_chr17,1,0,0,1,0,0.889,8,0.778,7,0.667,6,2
2462,9,slc177_chr13,1,0,0,NULL,NULL,1,9,0.889,8,0.889,8,1
2463,9,slc1776_chr13,NULL,NULL,NULL,0.18,0.82,0.889,8,0.889,8,0.889,8,1
2464,9,slc1718_chr13,1,0,0,1,0,0.778,7,0.889,8,0.667,6,4
2465,9,slc1700_chr16,0.17,0.83,0,1,0,1,9,1,9,1,9,1
2466,9,slc1666_chr11,NULL,NULL,NULL,0,1,1,9,0.889,8,0.889,8,2
2467,9,slc1647_chr1,1,0,0,0.67,0.33,0.556,5,0.889,8,0.556,5,3
2468,9,slc1644_chr8,1,0,0,1,0,0.778,7,0.333,3,0.222,2,1
2469,9,slc1636_chr11,1,0,0,0.83,0.17,0,0,1,9,0,0,3
2470,9,slc1619_chr4,0,0.86,0.14,1,0,1,9,0.889,8,0.889,8,1
2471,9,slc1612_chr6,0,1,0,0.92,0.08,1,9,0.556,5,0.556,5,2
2472,9,slc1603_chr3,0,0.86,0.14,0.89,0.11,0.889,8,1,9,0.889,8,2
2473,9,slc1590_chr5,NULL,NULL,NULL,0,1,0.889,8,0.778,7,0.667,6,3
2474,9,slc1574_chr15,1,0,0,1,0,0.889,8,0.778,7,0.778,7,5
2475,9,slc1564_chr17,1,0,0,0.86,0.14,1,9,0.889,8,0.889,8,1
2476,9,slc1555_chr9,1,0,0,1,0,0.889,8,0.889,8,0.778,7,5
2477,9,slc1539_chr9,1,0,0,1,0,1,9,1,9,1,9,3
2478,9,slc1525_chr13,1,0,0,1,0,0.667,6,0.889,8,0.667,6,2
2479,9,slc1475_chr7,0,1,0,1,0,0.889,8,1,9,0.889,8,3
2480,9,slc142_chrM,NULL,NULL,NULL,1,0,0.667,6,0.111,1,0.111,1,1
2481,9,slc1376_chr2,1,0,0,1,0,1,9,1,9,1,9,1
2482,9,slc1372_chr14,1,0,0,1,0,0.778,7,1,9,0.778,7,4
2483,9,slc134_chr3,1,0,0,0.67,0.33,1,9,1,9,1,9,4
2484,9,slc129_chrM,0,1,0,1,0,0.667,6,0.222,2,0.222,2,1
2485,9,slc1291_chr6,0,0,1,0.83,0.17,1,9,0.111,1,0.111,1,1
2486,9,slc1289_chrX,0,1,0,0.89,0.11,0.333,3,0,0,0,0,0
2487,9,slc1284_chrX,0,1,0,1,0,0.222,2,0,0,0,0,0
2488,9,slc1259_chr20,1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
2489,9,slc1257_chr22,0.83,0.17,0,0.97,0.03,1,9,0.889,8,0.889,8,4
2490,9,slc1256_chr6,NULL,NULL,NULL,0,1,0.889,8,1,9,0.889,8,3
2491,9,slc1246_chr17,NULL,NULL,NULL,0.05,0.95,0.222,2,0.444,4,0,0,2
2492,9,slc1225_chr17,1,0,0,1,0,0.778,7,0.889,8,0.667,6,2
2493,9,slc1198_chr8,1,0,0,1,0,1,9,1,9,1,9,1
2494,9,slc1188_chr17,1,0,0,1,0,0.778,7,1,9,0.778,7,5
2495,9,slc1166_chr12,1,0,0,1,0,0.778,7,1,9,0.778,7,2
2496,9,slc115_chr16,NULL,NULL,NULL,0,1,1,9,1,9,1,9,2
2497,9,slc1105_chr16,0,1,0,1,0,1,9,0.778,7,0.778,7,1
2498,9,slc1103_chr14,1,0,0,1,0,1,9,1,9,1,9,2
2499,9,slc1097_chr15,1,0,0,1,0,1,9,1,9,1,9,2
2500,9,slc1089_chr20,1,0,0,1,0,1,9,0.556,5,0.556,5,4
2501,9,slc1067_chr5,NULL,NULL,NULL,1,0,1,9,0.889,8,0.889,8,3
2502,8,slc993_chr9,1,0,0,1,0,0.25,2,0,0,0,0,0
2503,8,slc992_chrX,1,0,0,1,0,1,8,1,8,1,8,1
2504,8,slc990_chr4,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2505,8,slc973_chrX,1,0,0,1,0,0.875,7,1,8,0.875,7,3
2506,8,slc962_chr13,1,0,0,0.94,0.06,0.625,5,1,8,0.625,5,1
2507,8,slc943_chrX,1,0,0,1,0,1,8,1,8,1,8,2
2508,8,slc942_chr2,1,0,0,1,0,0.625,5,0.875,7,0.5,4,1
2509,8,slc937_chr18,1,0,0,1,0,0.875,7,1,8,0.875,7,1
2510,8,slc9365_chr1,1,0,0,1,0,0.875,7,1,8,0.875,7,1
2511,8,slc912_chr21,1,0,0,1,0,1,8,0.875,7,0.875,7,2
2512,8,slc911_chr5,0,1,0,1,0,1,8,1,8,1,8,1
2513,8,slc910_chr18,1,0,0,1,0,1,8,0.875,7,0.875,7,1
2514,8,slc9062_chr1,1,0,0,1,0,0.75,6,0.75,6,0.625,5,4
2515,8,slc9061_chr1,1,0,0,1,0,0.625,5,0.75,6,0.5,4,5
2516,8,slc9051_chr1,1,0,0,1,0,0.75,6,0.5,4,0.5,4,2
2517,8,slc902_chr12,NULL,NULL,NULL,1,0,1,8,1,8,1,8,1
2518,8,slc898_chr13,1,0,0,1,0,1,8,1,8,1,8,5
2519,8,slc890_chr16,1,0,0,1,0,0.875,7,0.875,7,0.75,6,3
2520,8,slc8875_chr1,1,0,0,1,0,1,8,0.75,6,0.75,6,3
2521,8,slc8847_chr1,0,1,0,0.93,0.07,0.875,7,0.875,7,0.75,6,2
2522,8,slc883_chr12,0.8,0.2,0,0.92,0.08,1,8,1,8,1,8,4
2523,8,slc8750_chr1,NULL,NULL,NULL,1,0,1,8,1,8,1,8,4
2524,8,slc8726_chr1,1,0,0,1,0,0.375,3,0.25,2,0.125,1,1
2525,8,slc851_chr22,1,0,0,1,0,0.875,7,1,8,0.875,7,2
2526,8,slc851_chr15,1,0,0,1,0,1,8,1,8,1,8,3
2527,8,slc8266_chr1,0,1,0,0.9,0.1,1,8,1,8,1,8,4
2528,8,slc8259_chr1,0,1,0,1,0,1,8,0.625,5,0.625,5,3
2529,8,slc818_chr9,1,0,0,1,0,0.875,7,0.875,7,0.875,7,3
2530,8,slc817_chr1,0,1,0,1,0,1,8,1,8,1,8,2
2531,8,slc8134_chr1,1,0,0,1,0,1,8,0.875,7,0.875,7,1
2532,8,slc804_chr16,0,1,0,0.95,0.05,0.625,5,0.375,3,0.375,3,3
2533,8,slc800_chr3,0,1,0,1,0,1,8,1,8,1,8,4
2534,8,slc780_chr12,1,0,0,1,0,0.875,7,0.75,6,0.625,5,2
2535,8,slc7_chr6_qbl_hap2,0,1,0,0.94,0.06,0.875,7,0.125,1,0,0,1
2536,8,slc7693_chr1,1,0,0,0.83,0.17,1,8,0.375,3,0.375,3,2
2537,8,slc76_chr2,0,1,0,1,0,1,8,0.875,7,0.875,7,1
2538,8,slc75_chr7,NULL,NULL,NULL,0,1,1,8,1,8,1,8,1
2539,8,slc757_chr6,0,1,0,0.92,0.08,1,8,1,8,1,8,3
2540,8,slc7519_chr1,1,0,0,1,0,0.875,7,0.875,7,0.75,6,2
2541,8,slc750_chr9,0,1,0,1,0,0.875,7,0.625,5,0.5,4,4
2542,8,slc7436_chr1,1,0,0,1,0,0.875,7,0.625,5,0.625,5,3
2543,8,slc73_chr12,1,0,0,1,0,0.875,7,1,8,0.875,7,2
2544,8,slc736_chr16,1,0,0,0.6,0.4,1,8,0.875,7,0.875,7,2
2545,8,slc7247_chr1,1,0,0,1,0,0.75,6,1,8,0.75,6,2
2546,8,slc7154_chr1,1,0,0,0.86,0.14,0.5,4,0.5,4,0.375,3,2
2547,8,slc7115_chr1,1,0,0,1,0,1,8,0.875,7,0.875,7,2
2548,8,slc7088_chr1,0,1,0,1,0,1,8,0.625,5,0.625,5,5
2549,8,slc7065_chr1,1,0,0,1,0,0.75,6,0.625,5,0.5,4,3
2550,8,slc6947_chr1,1,0,0,1,0,0.875,7,0.75,6,0.625,5,5
2551,8,slc688_chr2,0,1,0,0.83,0.17,1,8,1,8,1,8,2
2552,8,slc6593_chr2,1,0,0,1,0,0.75,6,0.875,7,0.625,5,2
2553,8,slc657_chr3,1,0,0,1,0,0.875,7,1,8,0.875,7,1
2554,8,slc64_chr18,0,0,1,1,0,1,8,1,8,1,8,2
2555,8,slc6408_chr1,0.11,0.89,0,1,0,0.875,7,1,8,0.875,7,1
2556,8,slc639_chr20,1,0,0,1,0,0.625,5,1,8,0.625,5,3
2557,8,slc6326_chr1,1,0,0,1,0,1,8,1,8,1,8,1
2558,8,slc624_chr10,1,0,0,1,0,0.875,7,0.625,5,0.5,4,4
2559,8,slc6202_chr3,NULL,NULL,NULL,1,0,0.875,7,1,8,0.875,7,1
2560,8,slc618_chr2,0.2,0.8,0,1,0,1,8,1,8,1,8,1
2561,8,slc61_chr5,1,0,0,1,0,1,8,0.875,7,0.875,7,3
2562,8,slc608_chr13,0,0,1,0.1,0.9,1,8,0.875,7,0.875,7,3
2563,8,slc602_chr3,1,0,0,1,0,0.125,1,0.625,5,0.125,1,2
2564,8,slc5967_chr3,1,0,0,1,0,1,8,0.75,6,0.75,6,3
2565,8,slc57_chr20,0.12,0.88,0,0.89,0.11,1,8,1,8,1,8,3
2566,8,slc576_chr1,1,0,0,0.83,0.17,1,8,0.875,7,0.875,7,1
2567,8,slc571_chr20,NULL,NULL,NULL,0,1,0.125,1,0,0,0,0,0
2568,8,slc568_chr14,1,0,0,1,0,0.875,7,0.375,3,0.25,2,3
2569,8,slc5685_chr3,1,0,0,1,0,1,8,1,8,1,8,1
2570,8,slc5608_chr3,1,0,0,1,0,0.875,7,0.625,5,0.625,5,3
2571,8,slc559_chr15,1,0,0,1,0,1,8,0.875,7,0.875,7,4
2572,8,slc557_chr19,1,0,0,1,0,1,8,0.625,5,0.625,5,3
2573,8,slc5491_chr2,1,0,0,1,0,1,8,0.75,6,0.75,6,2
2574,8,slc5484_chr2,1,0,0,0.8,0.2,1,8,0.875,7,0.875,7,3
2575,8,slc536_chr2,1,0,0,1,0,0.625,5,1,8,0.625,5,3
2576,8,slc5262_chr3,0,1,0,0.86,0.14,0.875,7,0.75,6,0.75,6,1
2577,8,slc522_chr9,NULL,NULL,NULL,NULL,NULL,0.875,7,0,0,0,0,0
2578,8,slc5226_chr12,1,0,0,1,0,1,8,0.875,7,0.875,7,4
2579,8,slc5210_chr12,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2580,8,slc5166_chr11,1,0,0,1,0,0.75,6,1,8,0.75,6,2
2581,8,slc5138_chr11,NULL,NULL,NULL,0,1,0.875,7,1,8,0.875,7,1
2582,8,slc5127_chr11,1,0,0,1,0,0.75,6,0.875,7,0.625,5,1
2583,8,slc5107_chr19,0,1,0,1,0,1,8,1,8,1,8,1
2584,8,slc5097_chr3,1,0,0,0.67,0.33,0.875,7,1,8,0.875,7,2
2585,8,slc5080_chr5,NULL,NULL,NULL,1,0,1,8,0,0,0,0,0
2586,8,slc5024_chr17,1,0,0,1,0,1,8,1,8,1,8,2
2587,8,slc5018_chr12,0,1,0,1,0,1,8,0.25,2,0.25,2,2
2588,8,slc4961_chr17,0,1,0,1,0,1,8,0.875,7,0.875,7,2
2589,8,slc4923_chr17,1,0,0,1,0,1,8,1,8,1,8,1
2590,8,slc4900_chr12,1,0,0,1,0,0.875,7,0.75,6,0.625,5,1
2591,8,slc4889_chr11,1,0,0,1,0,1,8,1,8,1,8,1
2592,8,slc4887_chr7,1,0,0,1,0,0.875,7,1,8,0.875,7,1
2593,8,slc4885_chr17,1,0,0,1,0,0.875,7,0.5,4,0.5,4,3
2594,8,slc4882_chr2,1,0,0,0.8,0.2,1,8,0.875,7,0.875,7,4
2595,8,slc487_chr2,NULL,NULL,NULL,0,1,0,0,0.5,4,0,0,4
2596,8,slc4848_chr12,0,1,0,1,0,0.875,7,1,8,0.875,7,5
2597,8,slc4840_chr5,1,0,0,1,0,0.875,7,0.875,7,0.875,7,1
2598,8,slc4801_chr2,0.11,0.89,0,1,0,1,8,0.625,5,0.625,5,4
2599,8,slc47_chrM,NULL,NULL,NULL,0.67,0.33,1,8,0.625,5,0.625,5,5
2600,8,slc4709_chr17,0,1,0,1,0,1,8,0.875,7,0.875,7,2
2601,8,slc4702_chr3,1,0,0,1,0,0.875,7,0.875,7,0.75,6,1
2602,8,slc4639_chr3,0,1,0,0.67,0.33,1,8,0.75,6,0.75,6,3
2603,8,slc4618_chr3,1,0,0,1,0,0.875,7,1,8,0.875,7,2
2604,8,slc4590_chr16,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2605,8,slc4568_chr1,1,0,0,1,0,0.875,7,0.75,6,0.625,5,5
2606,8,slc456_chr11,NULL,NULL,NULL,1,0,0.875,7,0.5,4,0.375,3,3
2607,8,slc4532_chr5,1,0,0,0.73,0.27,1,8,1,8,1,8,2
2608,8,slc4496_chr6,0.12,0.88,0,NULL,NULL,0,0,0,0,0,0,0
2609,8,slc448_chr16,0,1,0,1,0,1,8,1,8,1,8,1
2610,8,slc4485_chr7,1,0,0,0.75,0.25,1,8,0.75,6,0.75,6,2
2611,8,slc4461_chr17,1,0,0,1,0,0.5,4,0.625,5,0.5,4,3
2612,8,slc4415_chr7,0,1,0,NULL,NULL,0.75,6,0,0,0,0,0
2613,8,slc4399_chr12,1,0,0,1,0,0.25,2,1,8,0.25,2,4
2614,8,slc4380_chr1,1,0,0,0.17,0.83,0.875,7,1,8,0.875,7,3
2615,8,slc4362_chr12,1,0,0,1,0,1,8,1,8,1,8,2
2616,8,slc4340_chr2,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2617,8,slc4322_chr1,1,0,0,1,0,1,8,1,8,1,8,1
2618,8,slc4288_chr3,1,0,0,1,0,1,8,0.875,7,0.875,7,4
2619,8,slc4284_chr19,0,1,0,1,0,1,8,0.75,6,0.75,6,2
2620,8,slc42_chr2,NULL,NULL,NULL,0,1,1,8,0,0,0,0,0
2621,8,slc4248_chr9,1,0,0,1,0,1,8,0.875,7,0.875,7,2
2622,8,slc4230_chr2,1,0,0,1,0,0.875,7,0.875,7,0.75,6,2
2623,8,slc4215_chr7,1,0,0,1,0,0.875,7,0.875,7,0.75,6,3
2624,8,slc4210_chr8,NULL,NULL,NULL,0,1,0.75,6,0.875,7,0.625,5,2
2625,8,slc420_chr2,0,0.78,0.22,1,0,1,8,1,8,1,8,3
2626,8,slc4178_chr1,0,0,1,0.33,0.67,0.875,7,0.5,4,0.375,3,2
2627,8,slc4173_chr17,1,0,0,1,0,1,8,1,8,1,8,1
2628,8,slc4173_chr1,0,0,1,0.14,0.86,1,8,0.875,7,0.875,7,6
2629,8,slc4164_chr8,0,1,0,0.71,0.29,0.625,5,1,8,0.625,5,2
2630,8,slc4154_chr11,1,0,0,1,0,0.5,4,0.875,7,0.375,3,1
2631,8,slc4148_chr9,NULL,NULL,NULL,0,1,1,8,0.875,7,0.875,7,2
2632,8,slc4144_chr16,1,0,0,0.75,0.25,1,8,0.5,4,0.5,4,2
2633,8,slc4137_chr6,1,0,0,1,0,0.875,7,0.625,5,0.625,5,1
2634,8,slc4125_chr1,1,0,0,0.83,0.17,1,8,0.75,6,0.75,6,4
2635,8,slc4097_chr10,0,0.8,0.2,1,0,1,8,0.875,7,0.875,7,1
2636,8,slc4087_chr12,0,1,0,1,0,0.75,6,0.875,7,0.75,6,2
2637,8,slc4083_chr14,0,1,0,0.92,0.08,1,8,0.875,7,0.875,7,1
2638,8,slc4048_chr5,0,1,0,1,0,1,8,1,8,1,8,2
2639,8,slc4046_chr19,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2640,8,slc4034_chr16,0,1,0,0.5,0.5,1,8,0,0,0,0,0
2641,8,slc3991_chr1,1,0,0,1,0,0.75,6,1,8,0.75,6,2
2642,8,slc3971_chr12,0,1,0,1,0,1,8,0.625,5,0.625,5,2
2643,8,slc3952_chr9,0,1,0,1,0,0.875,7,0.625,5,0.625,5,2
2644,8,slc3934_chr17,0,0,1,NULL,NULL,0.625,5,0,0,0,0,0
2645,8,slc3925_chr3,1,0,0,1,0,1,8,1,8,1,8,1
2646,8,slc3910_chr16,1,0,0,1,0,0.875,7,0.875,7,0.75,6,3
2647,8,slc3904_chr14,0,1,0,1,0,1,8,1,8,1,8,1
2648,8,slc3900_chr12,1,0,0,1,0,1,8,1,8,1,8,1
2649,8,slc3877_chr11,NULL,NULL,NULL,0.5,0.5,0.875,7,1,8,0.875,7,2
2650,8,slc3873_chr4,0,1,0,1,0,1,8,0.875,7,0.875,7,1
2651,8,slc3841_chr7,0.14,0.86,0,1,0,1,8,1,8,1,8,1
2652,8,slc3836_chr12,0.83,0.17,0,0.75,0.25,0.875,7,1,8,0.875,7,1
2653,8,slc3834_chr12,1,0,0,0.6,0.4,1,8,1,8,1,8,1
2654,8,slc3822_chr19,1,0,0,1,0,0.875,7,0.875,7,0.75,6,3
2655,8,slc3800_chr4,1,0,0,1,0,1,8,1,8,1,8,2
2656,8,slc3785_chr9,1,0,0,1,0,1,8,1,8,1,8,1
2657,8,slc3783_chr1,1,0,0,1,0,1,8,0.875,7,0.875,7,3
2658,8,slc3742_chr6,0.12,0.88,0,1,0,0.875,7,0.875,7,0.75,6,1
2659,8,slc3732_chr19,1,0,0,1,0,0.875,7,0.875,7,0.75,6,3
2660,8,slc3730_chr12,1,0,0,0.5,0.5,0.5,4,0.5,4,0.125,1,2
2661,8,slc3724_chr14,0,1,0,0.89,0.11,0.75,6,0.5,4,0.25,2,3
2662,8,slc3698_chr2,1,0,0,1,0,1,8,0.75,6,0.75,6,3
2663,8,slc3688_chr17,1,0,0,1,0,0,0,0,0,0,0,0
2664,8,slc3648_chr14,1,0,0,1,0,1,8,1,8,1,8,1
2665,8,slc3620_chr5,1,0,0,1,0,0.75,6,0.875,7,0.625,5,2
2666,8,slc3618_chr10,0,1,0,1,0,1,8,1,8,1,8,1
2667,8,slc3616_chr16,0,1,0,0.86,0.14,1,8,1,8,1,8,3
2668,8,slc3614_chr3,1,0,0,1,0,0.625,5,0.875,7,0.5,4,1
2669,8,slc3596_chr8,1,0,0,0.91,0.09,0.875,7,1,8,0.875,7,2
2670,8,slc356_chr3,NULL,NULL,NULL,0,1,0.875,7,1,8,0.875,7,1
2671,8,slc356_chr14,1,0,0,0.8,0.2,0.875,7,0.875,7,0.75,6,4
2672,8,slc3567_chr12,1,0,0,1,0,1,8,0.875,7,0.875,7,3
2673,8,slc3479_chr14,0,1,0,0.83,0.17,1,8,0.875,7,0.875,7,1
2674,8,slc3463_chr11,1,0,0,0,1,1,8,0.125,1,0.125,1,1
2675,8,slc345_chr18,NULL,NULL,NULL,0.5,0.5,0.875,7,1,8,0.875,7,1
2676,8,slc3457_chr9,0,1,0,0.9,0.1,0.875,7,0.875,7,0.875,7,2
2677,8,slc3453_chr19,0,1,0,0.5,0.5,1,8,1,8,1,8,1
2678,8,slc342_chr21,1,0,0,1,0,1,8,0.875,7,0.875,7,2
2679,8,slc3424_chr12,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2680,8,slc3373_chr10,1,0,0,1,0,0.875,7,1,8,0.875,7,2
2681,8,slc336_chr22,1,0,0,1,0,0.875,7,1,8,0.875,7,2
2682,8,slc334_chr11,1,0,0,1,0,0.625,5,1,8,0.625,5,2
2683,8,slc3324_chr4,NULL,NULL,NULL,0,1,0.75,6,0,0,0,0,0
2684,8,slc3279_chr4,NULL,NULL,NULL,0,1,0.875,7,1,8,0.875,7,3
2685,8,slc3269_chr11,1,0,0,1,0,1,8,1,8,1,8,1
2686,8,slc3265_chr11,1,0,0,1,0,0.75,6,0.75,6,0.75,6,3
2687,8,slc3256_chr17,1,0,0,1,0,0.875,7,0.875,7,0.75,6,3
2688,8,slc3253_chr17,1,0,0,1,0,1,8,0.875,7,0.875,7,2
2689,8,slc3249_chr8,0,1,0,1,0,1,8,1,8,1,8,1
2690,8,slc3247_chr4,1,0,0,1,0,0.5,4,0.75,6,0.5,4,1
2691,8,slc3216_chr14,1,0,0,0.75,0.25,0.875,7,0.5,4,0.375,3,1
2692,8,slc3204_chr14,1,0,0,1,0,1,8,0.875,7,0.875,7,5
2693,8,slc3182_chr10,0,1,0,1,0,1,8,0.75,6,0.75,6,1
2694,8,slc315_chr10,1,0,0,1,0,0.625,5,0.875,7,0.5,4,1
2695,8,slc3150_chr14,0,1,0,1,0,0.75,6,0.375,3,0.375,3,3
2696,8,slc3103_chr14,NULL,NULL,NULL,0,1,0.875,7,1,8,0.875,7,1
2697,8,slc3071_chr14,1,0,0,1,0,0.875,7,1,8,0.875,7,1
2698,8,slc3053_chr4,0.67,0,0.33,1,0,1,8,1,8,1,8,1
2699,8,slc3021_chr14,0,1,0,1,0,1,8,0.75,6,0.75,6,3
2700,8,slc3017_chr4,NULL,NULL,NULL,0.17,0.83,0.125,1,0,0,0,0,0
2701,8,slc2999_chr12,NULL,NULL,NULL,0,1,1,8,1,8,1,8,2
2702,8,slc299_chr16,0,1,0,0.71,0.29,0.875,7,1,8,0.875,7,3
2703,8,slc2993_chrX,1,0,0,0.82,0.18,1,8,0.625,5,0.625,5,2
2704,8,slc2985_chr19,0.86,0,0.14,1,0,0.75,6,0.875,7,0.625,5,1
2705,8,slc2983_chr19,1,0,0,0.71,0.29,0.875,7,0.75,6,0.625,5,2
2706,8,slc2979_chrX,1,0,0,1,0,1,8,1,8,1,8,1
2707,8,slc2976_chr20,1,0,0,1,0,1,8,0.75,6,0.75,6,2
2708,8,slc2970_chr10,0.89,0.11,0,1,0,1,8,1,8,1,8,3
2709,8,slc2957_chr19,1,0,0,0.9,0.1,0.5,4,0.875,7,0.375,3,2
2710,8,slc2949_chr10,1,0,0,1,0,1,8,0.75,6,0.75,6,1
2711,8,slc2925_chr16,0,1,0,1,0,1,8,0.875,7,0.875,7,2
2712,8,slc2919_chr14,1,0,0,1,0,0.375,3,1,8,0.375,3,2
2713,8,slc2913_chr16,0.94,0.06,0,0.96,0.04,1,8,0.75,6,0.75,6,2
2714,8,slc2885_chr14,0,1,0,0.85,0.15,1,8,1,8,1,8,3
2715,8,slc2829_chr5,1,0,0,1,0,1,8,0.75,6,0.75,6,1
2716,8,slc2810_chr10,0,1,0,1,0,1,8,1,8,1,8,3
2717,8,slc2809_chr14,1,0,0,1,0,1,8,1,8,1,8,3
2718,8,slc2795_chr1,1,0,0,1,0,1,8,1,8,1,8,2
2719,8,slc2792_chr12,0,1,0,1,0,1,8,0,0,0,0,0
2720,8,slc2791_chr8,NULL,NULL,NULL,0,1,0,0,0.125,1,0,0,1
2721,8,slc2784_chr20,0.96,0.04,0,1,0,1,8,0.875,7,0.875,7,3
2722,8,slc275_chr15,1,0,0,0.83,0.17,1,8,1,8,1,8,2
2723,8,slc272_chr4,0.17,0.83,0,0.91,0.09,1,8,1,8,1,8,1
2724,8,slc2704_chr4,NULL,NULL,NULL,0,1,1,8,1,8,1,8,1
2725,8,slc2700_chrX,1,0,0,1,0,1,8,1,8,1,8,2
2726,8,slc2687_chr19,1,0,0,0.71,0.29,1,8,1,8,1,8,1
2727,8,slc2678_chrX,NULL,NULL,NULL,0,1,1,8,0.875,7,0.875,7,5
2728,8,slc2672_chr5,NULL,NULL,NULL,0,1,1,8,0.875,7,0.875,7,1
2729,8,slc2672_chr10,1,0,0,1,0,0.5,4,1,8,0.5,4,1
2730,8,slc2658_chr15,NULL,NULL,NULL,0.01,0.99,0.75,6,0.125,1,0.125,1,1
2731,8,slc2629_chrX,0.71,0.29,0,1,0,0.25,2,0.625,5,0.25,2,2
2732,8,slc2625_chr1,1,0,0,0.36,0.64,1,8,1,8,1,8,1
